"File","Time","Status","Message"
"2016020409","2016-02-04 04:32:51","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020409","2016-02-04 04:47:51","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020417","2016-02-04 12:17:45","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016020421","2016-02-04 16:17:52","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020421","2016-02-04 16:32:52","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020422","2016-02-04 17:17:42","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016020422","2016-02-04 17:32:43","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016020422","2016-02-04 17:47:43","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016020422","2016-02-04 18:02:42","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016020423","2016-02-04 18:17:52","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020423","2016-02-04 18:32:52","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020423","2016-02-04 18:47:44","Failed","Error in open.connection(con, ""rb"") : Couldn't connect to server
"
"2016020423","2016-02-04 19:02:43","Failed","Error in open.connection(con, ""rb"") : Couldn't connect to server
"
"2016020500","2016-02-04 19:17:43","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016020500","2016-02-04 19:32:52","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020500","2016-02-04 19:47:44","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016020501","2016-02-04 20:17:52","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020501","2016-02-04 20:32:52","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020506","2016-02-05 01:17:52","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020506","2016-02-05 01:32:52","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020506","2016-02-05 01:47:52","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020512","2016-02-05 07:17:53","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020512","2016-02-05 07:32:52","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016020516","2016-02-05 11:04:10","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016020923","2016-02-09 19:02:57","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016021003","2016-02-09 22:17:48","Failed","Error in open.connection(con, ""rb"") : Couldn't connect to server
"
"2016021223","2016-02-12 18:47:59","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016021223","2016-02-12 19:02:59","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016021300","2016-02-12 19:17:59","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016021523","2016-02-15 18:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021523","2016-02-15 18:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021523","2016-02-15 18:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021523","2016-02-15 19:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021600","2016-02-15 19:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021600","2016-02-15 19:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021600","2016-02-15 19:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021600","2016-02-15 20:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021601","2016-02-15 20:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021601","2016-02-15 20:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021601","2016-02-15 20:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021601","2016-02-15 21:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021602","2016-02-15 21:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021602","2016-02-15 21:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021602","2016-02-15 21:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021602","2016-02-15 22:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021603","2016-02-15 22:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021603","2016-02-15 22:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021603","2016-02-15 22:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021603","2016-02-15 23:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021604","2016-02-15 23:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021604","2016-02-15 23:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021604","2016-02-15 23:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021604","2016-02-16 00:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021605","2016-02-16 00:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021605","2016-02-16 00:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021605","2016-02-16 00:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021605","2016-02-16 01:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021606","2016-02-16 01:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021606","2016-02-16 01:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021606","2016-02-16 01:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021606","2016-02-16 02:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021607","2016-02-16 02:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021607","2016-02-16 02:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021607","2016-02-16 02:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021607","2016-02-16 03:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021608","2016-02-16 03:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021608","2016-02-16 03:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021608","2016-02-16 03:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021608","2016-02-16 04:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021609","2016-02-16 04:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021609","2016-02-16 04:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021609","2016-02-16 04:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021609","2016-02-16 05:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021610","2016-02-16 05:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021610","2016-02-16 05:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021610","2016-02-16 05:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021610","2016-02-16 06:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021611","2016-02-16 06:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021611","2016-02-16 06:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021611","2016-02-16 06:46:10","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021611","2016-02-16 07:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021612","2016-02-16 07:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021612","2016-02-16 07:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021612","2016-02-16 07:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021612","2016-02-16 08:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021613","2016-02-16 08:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021613","2016-02-16 08:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021613","2016-02-16 08:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021613","2016-02-16 09:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021614","2016-02-16 09:16:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
